"Name","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","DamageMulti","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCost","ActivateCombatOnDamageTaken","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","HealthRecoveryPercent","MergeRequirement","ProjectileBounces"
,6,,,,,,,"Flamer_lvl6",,,,6,0,0,0,,1700000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,25,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit4-6","Flamer_projectile4-6",,,,,,,"shadow_flamer_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"Flamer_lvl7",,,,8,0,0,0,,2600000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,27,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit7-8","Flamer_projectile7-8",,,,,,,"shadow_flamer_lvl7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"Flamer_lvl8",,,,10,0,0,0,,3600000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,30,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit7-8","Flamer_projectile7-8",,,,,,,"shadow_flamer_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"Flamer_lvl9",,,,11,0,0,0,,4600000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,,,,,,,,,,,33,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit7-8","Flamer_projectile7-8",,,,,,,"shadow_flamer_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"Flamer_lvl10",,,,12,0,0,0,,5600000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,36,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit7-8","Flamer_projectile7-8",,,,,,,"shadow_flamer_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giant Cannon",1,"TID_BUILDING_GIANT_CANNON","TID_GIANT_CANNON_INFO","Defense",,,"sc/buildings2.sc","megaCannon_lvl1",,"tower_turret_const",,1,0,0,0,"Gold2",2000000,7,7,3,3,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1,950,,,,5000,,,,,205,,,,,"Building Destroyed",,"Giant Cannon Attack",,,,,,,"Generic Hit","GiantCannonball1",,,"destroyedBuilding_3m_round_pit_rock",2,2,,"basic_cannon_lvl9_base","FALSE","TRUE",,,,,,,,,,,,,,,,,"Basic Turret Pickup","Basic Turret Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,"TRUE",100,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,"Defense2",,,,,,,,,,
,2,,,,,,,"megaCannon_lvl2",,,,2,0,0,0,,2100000,7,7,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,226,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl10_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"megaCannon_lvl3",,,,3,0,0,0,,2200000,7,7,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,248,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"megaCannon_lvl4",,,,4,0,0,0,,2300000,7,7,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,273,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"megaCannon_lvl5",,,,5,0,0,0,,2400000,7,7,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,300,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"megaCannon_lvl6",,,,6,0,0,0,,2500000,7,7,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,330,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"megaCannon_lvl7",,,,8,0,0,0,,2700000,7,7,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,363,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"megaCannon_lvl8",,,,10,0,0,0,,3800000,8,8,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,399,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"megaCannon_lvl9",,,,11,0,0,0,,4700000,9,9,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,,,,,,,,,,,439,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"megaCannon_lvl10",,,,12,0,0,0,,5700000,10,10,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,483,,,,,,,"Giant Cannon Attack",,,,,,,,"GiantCannonball1",,,,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gem Mine",1,"TID_BUILDING_GEM_MINE","TID_GEM_MINE_INFO","Resource",,,"sc/buildings2.sc","gem_mine_lvl1",,"goldmine_const","gem_mine_broken",0,1,0,0,"Elixir2",120000,3,3,3,3,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,"Diamonds",9,10,1,,,,,,,300,1,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"destroyedBuilding_3m_pit_rockwood",2,2,,"goldmine_base",,,,,,,,,,,,,,,,,,,"Gold Mine Pickup","Gold Mine Placing",,,,,,,"TRUE",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,245,245,255,0,0,10,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,1,,,,,,
,2,,,,,,,"gem_mine_lvl2",,,,0,2,0,0,,180000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"gem_mine_lvl3",,,,0,6,0,0,,240000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"gem_mine_lvl4",,,,0,8,0,0,,450000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"gem_mine_lvl5",,,,0,12,0,0,,1000000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"gem_mine_lvl6",,,,1,0,0,0,,1500000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"gem_mine_lvl7",,,,2,0,0,0,,2500000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"gem_mine_lvl8",,,,4,0,0,0,,3500000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"gem_mine_lvl9",,,,6,0,0,0,,4500000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"gem_mine_lvl10",,,,8,0,0,0,,5500000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,19,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SiegeWorkshop",1,"TID_SIEGE_WORKSHOP","TID_SIEGE_WORKSHOP_INFO","Army",,,"sc/buildings.sc","siegeWorkshop_lvl1",,"siegeWorkshop_const",,4,0,0,0,"Elixir",3000000,12,12,4,4,,"siegeWorkshop_upg",,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,3,"TID_REQUIRED_SIEGE_WORKSHOP_LEVEL",5,,1000,15,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"destroyedBuilding_4siege_pit_rockwood_red",4,4,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,"Training Barrack Pickup","Training Barrack Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,"NoCombatBuilding",,,,,,,,,,
,2,,,,,,,"siegeWorkshop_lvl2",,,,5,0,0,0,,5000000,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"siegeWorkshop_lvl3",,,,7,0,0,0,,7000000,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"siegeWorkshop_lvl4",,,,10,0,0,0,,9000000,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"siegeWorkshop_lvl5",,,,11,0,0,0,,10000000,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"siegeWorkshop_lvl6",,,,13,0,0,0,,14000000,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"siegeWorkshop_lvl7",,,,13,12,0,0,,19000000,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"siege_workshop_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CannonNPC",1,"TID_BUILDING_CANNON","TID_BASIC_TURRET_INFO","Npc",,,"sc/buildings.sc","basic_turret_lvl1",,"basic_turret_const",,0,0,0,10,"Gold",250,1,1,3,3,,"basic_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,15,900,"TRUE",700,,800,1600,,2,2,,,,,,"Building Destroyed",,"Cannon Attack",,,,,,,"Generic Hit","Cannonball","Cannonball",,"rockWood_destructed_tiles3",2,2,,"basic_cannon_lvl1_base","FALSE","TRUE",,,,"FALSE","TRUE",,,,,,,,,,,,"Basic Turret Pickup","Basic Turret Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,192,,,,,,,,,,,,,,,,,,,,,"Double Cannon",3,"Gold",,,"TID_GEAR_UP_CANNON",,,,,,,150,,,,,,,,,,,,,,,,,,
"Goblin Castle",1,"TID_BUILDING_GOBLIN_CASTLE","TID_BUILDING_GOBLIN_CASTLE","Npc",,,"sc/buildings.sc","goblin_clancastle_01",,"generic_construction_state3","alliance_castle_lvl1_broken",0,0,0,0,"Gold",10000,1,1,3,3,,"alliance_castle_upg",,,,,,,,,1000000,1000000,10000,,,,,,"TRUE","TRUE",,,50,0,0,,,,,,,,,,,4000,10,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"alliance_castle_lvl1_broken",2,2,,"alliance_castle_base",,,,,,,,,,,,,,,,,,,"Alliance Castle Pickup","Alliance Castle Placing",,,,,,,"TRUE",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dragon Cave",1,"TID_BUILDING_DRAGON_CAVE","TID_BUILDING_DRAGON_CAVE","Npc",,,"sc/buildings.sc","deco_dragoncave_01",,"generic_construction_state3","alliance_castle_lvl1_broken",0,0,0,0,"Gold",10000,1,1,4,4,,"alliance_castle_upg",,,,,,,,,1000000,1000000,10000,,,,,,"TRUE","TRUE",,,50,0,0,,,,,,,,,,,25000,10,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"alliance_castle_lvl1_broken",2,2,,"alliance_castle_base",,,,,,,,,,,,,,,,,,,"Alliance Castle Pickup","Alliance Castle Placing",,,,,,,"TRUE",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LavaLauncher",1,"TID_BUILDING_LAVA_LAUNCHER","TID_LAVA_LAUNCHER_INFO","Defense",,,"sc/buildings2.sc","Lava_Launcher_lvl1",,"mortar_const",,2,0,0,0,"Gold2",3000000,9,9,3,3,,"mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1300,,,,7000,,3000,,,50,,,,"TRUE","Building Destroyed",,"Lavalauncher Attack",,,,,,,"Mortar Hit lvl8","Lava Ammo1",,,"destroyedBuilding_3l_round_pit_rock",2,2,,"mortar_base","FALSE","TRUE",,,,,,,,,,600,300,,,,,,"Mortar Pickup","Mortar Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,"DefenseLongRange2b",,,,,,,,,,
,2,,,,,,,"Lava_Launcher_lvl2",,,,3,0,0,0,,3100000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,55,,,,,,,"Lavalauncher Attack",,,,,,,"Mortar Hit lvl8","Lava Ammo2",,,,,,,"mortar_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"Lava_Launcher_lvl3",,,,4,0,0,0,,3200000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,61,,,,,,,"Lavalauncher Attack",,,,,,,"Mortar Hit lvl8","Lava Ammo3",,,,,,,"mortar_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
